name,matchNumber,teamNumber,deadRobot,autonPosition,baseline,autonSwitch,autonScale,autonSwitchColor,autonScaleColor,autonPZ,autonPCZ,autonExchange,teleopSwitch,teleopScale,teleopExchange,teleopOppoSwitch,robotOnPlatform,robotClimb,buddyBar,strategies,penalties,robotDescription,comments
ben,3,4909,False,Red2,False,0,0,2,2,0,0,0,0,0,0,0,2,2,2,,,,
