name,matchNumber,teamNumber,deadRobot,autonPosition,baseline,autonSwitch,autonScale,autonSwitchColor,autonScaleColor,autonPZ,autonPCZ,autonExchange,teleopSwitch,teleopScale,teleopExchange,teleopOppoSwitch,robotOnPlatform,robotClimb,buddyBar,strategies,penalties,robotDescription,comments
Ben,3,6153,False,Red2,True,1,1,0,0,2,1,1,2,1,2,2,0,0,0,No,No,"Scale, Switch, Exchange, Helping Others Climb",
