teamNum,event,district
230,NE District Hartford Event,New England
236,NE District Hartford Event,New England
2785,NE District Hartford Event,New England
2836,NE District Hartford Event,New England
3104,NE District Hartford Event,New England
3146,NE District Hartford Event,New England
3182,NE District Hartford Event,New England
3464,NE District Hartford Event,New England
3634,NE District Hartford Event,New England
3654,NE District Hartford Event,New England
4987,NE District Hartford Event,New England
5129,NE District Hartford Event,New England
5142,NE District Hartford Event,New England
558,NE District Hartford Event,New England
5686,NE District Hartford Event,New England
571,NE District Hartford Event,New England
5746,NE District Hartford Event,New England
6333,NE District Hartford Event,New England
6346,NE District Hartford Event,New England
6811,NE District Hartford Event,New England
6812,NE District Hartford Event,New England
6895,NE District Hartford Event,New England
7127,NE District Hartford Event,New England
7153,NE District Hartford Event,New England
839,NE District Hartford Event,New England
999,NE District Hartford Event,New England
1014,Buckeye Regional,Others
1126,Buckeye Regional,Others
120,Buckeye Regional,Others
1248,Buckeye Regional,Others
1317,Buckeye Regional,Others
1405,Buckeye Regional,Others
1507,Buckeye Regional,Others
1590,Buckeye Regional,Others
1592,Buckeye Regional,Others
1758,Buckeye Regional,Others
2010,Buckeye Regional,Others
2172,Buckeye Regional,Others
2228,Buckeye Regional,Others
2340,Buckeye Regional,Others
2399,Buckeye Regional,Others
2614,Buckeye Regional,Others
2783,Buckeye Regional,Others
291,Buckeye Regional,Others
3138,Buckeye Regional,Others
3193,Buckeye Regional,Others
3266,Buckeye Regional,Others
3314,Buckeye Regional,Mid-Atlantic
3324,Buckeye Regional,Others
3484,Buckeye Regional,Others
3591,Buckeye Regional,Others
379,Buckeye Regional,Others
3814,Buckeye Regional,Others
4020,Buckeye Regional,Others
4085,Buckeye Regional,Others
4119,Buckeye Regional,Others
4121,Buckeye Regional,Others
4145,Buckeye Regional,Others
4150,Buckeye Regional,Others
451,Buckeye Regional,Others
4601,Buckeye Regional,Others
4611,Buckeye Regional,Others
4780,Buckeye Regional,Others
5030,Buckeye Regional,Others
5413,Buckeye Regional,Others
5418,Buckeye Regional,Others
5667,Buckeye Regional,Others
5973,Buckeye Regional,Others
6027,Buckeye Regional,Others
6181,Buckeye Regional,Others
6355,Buckeye Regional,Others
6460,Buckeye Regional,Others
648,Buckeye Regional,Others
6490,Buckeye Regional,Others
6916,Buckeye Regional,Others
6936,Buckeye Regional,Others
695,Buckeye Regional,Others
6964,Buckeye Regional,Others
7043,Buckeye Regional,Others
7055,Buckeye Regional,Others
7165,Buckeye Regional,Others
1258,PNW District Auburn Mountainview Event,Pacific Northwest
1318,PNW District Auburn Mountainview Event,Pacific Northwest
1425,PNW District Auburn Mountainview Event,Pacific Northwest
1778,PNW District Auburn Mountainview Event,Pacific Northwest
1899,PNW District Auburn Mountainview Event,Pacific Northwest
2046,PNW District Auburn Mountainview Event,Pacific Northwest
2557,PNW District Auburn Mountainview Event,Pacific Northwest
2906,PNW District Auburn Mountainview Event,Pacific Northwest
2907,PNW District Auburn Mountainview Event,Pacific Northwest
2926,PNW District Auburn Mountainview Event,Pacific Northwest
2927,PNW District Auburn Mountainview Event,Pacific Northwest
2929,PNW District Auburn Mountainview Event,Pacific Northwest
2942,PNW District Auburn Mountainview Event,Pacific Northwest
2976,PNW District Auburn Mountainview Event,Pacific Northwest
3219,PNW District Auburn Mountainview Event,Pacific Northwest
3223,PNW District Auburn Mountainview Event,Pacific Northwest
3237,PNW District Auburn Mountainview Event,Pacific Northwest
3393,PNW District Auburn Mountainview Event,Pacific Northwest
3574,PNW District Auburn Mountainview Event,Pacific Northwest
3588,PNW District Auburn Mountainview Event,Pacific Northwest
360,PNW District Auburn Mountainview Event,Pacific Northwest
3684,PNW District Auburn Mountainview Event,Pacific Northwest
3786,PNW District Auburn Mountainview Event,Pacific Northwest
4131,PNW District Auburn Mountainview Event,Pacific Northwest
4461,PNW District Auburn Mountainview Event,Pacific Northwest
4579,PNW District Auburn Mountainview Event,Pacific Northwest
4918,PNW District Auburn Mountainview Event,Pacific Northwest
492,PNW District Auburn Mountainview Event,Pacific Northwest
5468,PNW District Auburn Mountainview Event,Pacific Northwest
5937,PNW District Auburn Mountainview Event,Pacific Northwest
6350,PNW District Auburn Mountainview Event,Pacific Northwest
6443,PNW District Auburn Mountainview Event,Pacific Northwest
6503,PNW District Auburn Mountainview Event,Pacific Northwest
948,PNW District Auburn Mountainview Event,Pacific Northwest
949,PNW District Auburn Mountainview Event,Pacific Northwest
1114,ONT District Windsor Essex Great Lakes Event,Ontario
33,ONT District Windsor Essex Great Lakes Event,Michigan
3538,ONT District Windsor Essex Great Lakes Event,Michigan
3571,ONT District Windsor Essex Great Lakes Event,Ontario
4405,ONT District Windsor Essex Great Lakes Event,Michigan
4595,ONT District Windsor Essex Great Lakes Event,Ontario
4688,ONT District Windsor Essex Great Lakes Event,Ontario
4902,ONT District Windsor Essex Great Lakes Event,Ontario
4920,ONT District Windsor Essex Great Lakes Event,Ontario
4932,ONT District Windsor Essex Great Lakes Event,Ontario
4936,ONT District Windsor Essex Great Lakes Event,Ontario
4938,ONT District Windsor Essex Great Lakes Event,Ontario
4940,ONT District Windsor Essex Great Lakes Event,Ontario
4992,ONT District Windsor Essex Great Lakes Event,Ontario
5288,ONT District Windsor Essex Great Lakes Event,Ontario
5408,ONT District Windsor Essex Great Lakes Event,Ontario
5426,ONT District Windsor Essex Great Lakes Event,Ontario
5483,ONT District Windsor Essex Great Lakes Event,Ontario
5505,ONT District Windsor Essex Great Lakes Event,Michigan
5689,ONT District Windsor Essex Great Lakes Event,Ontario
5821,ONT District Windsor Essex Great Lakes Event,Ontario
5870,ONT District Windsor Essex Great Lakes Event,Ontario
5885,ONT District Windsor Essex Great Lakes Event,Ontario
610,ONT District Windsor Essex Great Lakes Event,Ontario
6202,ONT District Windsor Essex Great Lakes Event,Ontario
6331,ONT District Windsor Essex Great Lakes Event,Ontario
6481,ONT District Windsor Essex Great Lakes Event,Ontario
6537,ONT District Windsor Essex Great Lakes Event,Ontario
6544,ONT District Windsor Essex Great Lakes Event,Ontario
6725,ONT District Windsor Essex Great Lakes Event,Ontario
6854,ONT District Windsor Essex Great Lakes Event,Ontario
6875,ONT District Windsor Essex Great Lakes Event,Ontario
6881,ONT District Windsor Essex Great Lakes Event,Ontario
6992,ONT District Windsor Essex Great Lakes Event,Ontario
772,ONT District Windsor Essex Great Lakes Event,Ontario
773,ONT District Windsor Essex Great Lakes Event,Ontario
865,ONT District Windsor Essex Great Lakes Event,Ontario
1075,ONT District North Bay Event,Ontario
1305,ONT District North Bay Event,Ontario
2013,ONT District North Bay Event,Ontario
2706,ONT District North Bay Event,Ontario
2708,ONT District North Bay Event,Ontario
2994,ONT District North Bay Event,Ontario
3543,ONT District North Bay Event,Ontario
4069,ONT District North Bay Event,Ontario
4152,ONT District North Bay Event,Ontario
4343,ONT District North Bay Event,Ontario
4476,ONT District North Bay Event,Ontario
4519,ONT District North Bay Event,Ontario
4678,ONT District North Bay Event,Ontario
4783,ONT District North Bay Event,Ontario
4914,ONT District North Bay Event,Ontario
4917,ONT District North Bay Event,Ontario
4968,ONT District North Bay Event,Ontario
5324,ONT District North Bay Event,Ontario
5672,ONT District North Bay Event,Ontario
5834,ONT District North Bay Event,Ontario
6110,ONT District North Bay Event,Ontario
6336,ONT District North Bay Event,Ontario
6514,ONT District North Bay Event,Ontario
6859,ONT District North Bay Event,Ontario
6864,ONT District North Bay Event,Ontario
6865,ONT District North Bay Event,Ontario
6978,ONT District North Bay Event,Ontario
6987,ONT District North Bay Event,Ontario
7052,ONT District North Bay Event,Ontario
7176,ONT District North Bay Event,Ontario
7267,ONT District North Bay Event,Ontario
7329,ONT District North Bay Event,Ontario
771,ONT District North Bay Event,Ontario
1477,Lone Star Central Regional,Others
192,Lone Star Central Regional,Others
231,Lone Star Central Regional,Others
2585,Lone Star Central Regional,Others
2587,Lone Star Central Regional,Others
2881,Lone Star Central Regional,Others
2950,Lone Star Central Regional,Others
2966,Lone Star Central Regional,Others
3103,Lone Star Central Regional,Others
3335,Lone Star Central Regional,Others
3676,Lone Star Central Regional,Others
3728,Lone Star Central Regional,Others
3735,Lone Star Central Regional,Others
3847,Lone Star Central Regional,Others
3999,Lone Star Central Regional,Others
4295,Lone Star Central Regional,Others
4328,Lone Star Central Regional,Others
441,Lone Star Central Regional,Others
457,Lone Star Central Regional,Others
4587,Lone Star Central Regional,Others
4639,Lone Star Central Regional,Others
4694,Lone Star Central Regional,Others
5261,Lone Star Central Regional,Others
5414,Lone Star Central Regional,Others
5417,Lone Star Central Regional,Others
5427,Lone Star Central Regional,Others
5829,Lone Star Central Regional,Others
5892,Lone Star Central Regional,Others
5908,Lone Star Central Regional,Others
5986,Lone Star Central Regional,Others
6321,Lone Star Central Regional,Others
6377,Lone Star Central Regional,Others
6488,Lone Star Central Regional,Others
653,Lone Star Central Regional,Others
6547,Lone Star Central Regional,Others
6727,Lone Star Central Regional,Others
6754,Lone Star Central Regional,Others
6951,Lone Star Central Regional,Others
7115,Lone Star Central Regional,Others
7179,Lone Star Central Regional,Others
2048,FIM District Troy Event,Michigan
2224,FIM District Troy Event,Michigan
226,FIM District Troy Event,Michigan
2337,FIM District Troy Event,Michigan
245,FIM District Troy Event,Michigan
2591,FIM District Troy Event,Michigan
2673,FIM District Troy Event,Michigan
2676,FIM District Troy Event,Michigan
280,FIM District Troy Event,Michigan
2851,FIM District Troy Event,Michigan
2960,FIM District Troy Event,Michigan
308,FIM District Troy Event,Michigan
3302,FIM District Troy Event,Michigan
3539,FIM District Troy Event,Michigan
3632,FIM District Troy Event,Michigan
4362,FIM District Troy Event,Michigan
469,FIM District Troy Event,Michigan
4810,FIM District Troy Event,Michigan
4811,FIM District Troy Event,Michigan
4815,FIM District Troy Event,Michigan
4961,FIM District Troy Event,Michigan
5436,FIM District Troy Event,Michigan
5460,FIM District Troy Event,Michigan
5478,FIM District Troy Event,Michigan
5498,FIM District Troy Event,Michigan
5555,FIM District Troy Event,Michigan
5642,FIM District Troy Event,Michigan
5756,FIM District Troy Event,Michigan
6099,FIM District Troy Event,Michigan
6120,FIM District Troy Event,Michigan
6532,FIM District Troy Event,Michigan
6566,FIM District Troy Event,Michigan
67,FIM District Troy Event,Michigan
68,FIM District Troy Event,Michigan
70,FIM District Troy Event,Michigan
7147,FIM District Troy Event,Michigan
7178,FIM District Troy Event,Michigan
7247,FIM District Troy Event,Michigan
818,FIM District Troy Event,Michigan
910,FIM District Troy Event,Michigan
103,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
1168,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
1218,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
1495,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
1807,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
190,MAR District Springside Chestnut Hill Academy Event,New England
204,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
2095,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
2168,MAR District Springside Chestnut Hill Academy Event,New England
2234,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
225,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
2539,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
2559,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
316,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
321,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
3929,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
3974,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
423,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
433,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
4342,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
4373,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
4454,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
486,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
5181,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
5404,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
5407,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
5895,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
6808,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
709,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
7110,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
87,MAR District Springside Chestnut Hill Academy Event,Mid-Atlantic
1241,Canadian Pacific Regional,Ontario
1482,Canadian Pacific Regional,Others
1868,Canadian Pacific Regional,Others
2643,Canadian Pacific Regional,Others
3985,Canadian Pacific Regional,Others
4334,Canadian Pacific Regional,Others
4625,Canadian Pacific Regional,Others
4627,Canadian Pacific Regional,Others
5078,Canadian Pacific Regional,Others
5118,Canadian Pacific Regional,Others
5787,Canadian Pacific Regional,Others
6351,Canadian Pacific Regional,Others
6364,Canadian Pacific Regional,Others
6390,Canadian Pacific Regional,Others
6403,Canadian Pacific Regional,Others
6406,Canadian Pacific Regional,Others
6408,Canadian Pacific Regional,Others
6458,Canadian Pacific Regional,Others
6485,Canadian Pacific Regional,Others
6563,Canadian Pacific Regional,Others
7135,Canadian Pacific Regional,Others
7158,Canadian Pacific Regional,Others
7159,Canadian Pacific Regional,Others
7167,Canadian Pacific Regional,Others
7169,Canadian Pacific Regional,Others
7170,Canadian Pacific Regional,Others
7173,Canadian Pacific Regional,Others
7189,Canadian Pacific Regional,Others
7190,Canadian Pacific Regional,Others
7199,Canadian Pacific Regional,Others
7262,Canadian Pacific Regional,Others
7287,Canadian Pacific Regional,Others
1305,ONT District Georgian College Event,Ontario
1310,ONT District Georgian College Event,Ontario
1325,ONT District Georgian College Event,Ontario
1360,ONT District Georgian College Event,Ontario
2013,ONT District Georgian College Event,Ontario
2386,ONT District Georgian College Event,Ontario
2852,ONT District Georgian College Event,Ontario
3543,ONT District Georgian College Event,Ontario
4039,ONT District Georgian College Event,Ontario
4152,ONT District Georgian College Event,Ontario
4777,ONT District Georgian College Event,Ontario
4903,ONT District Georgian College Event,Ontario
4914,ONT District Georgian College Event,Ontario
4951,ONT District Georgian College Event,Ontario
4968,ONT District Georgian College Event,Ontario
5024,ONT District Georgian College Event,Ontario
5039,ONT District Georgian College Event,Ontario
5324,ONT District Georgian College Event,Ontario
5672,ONT District Georgian College Event,Ontario
6323,ONT District Georgian College Event,Ontario
6331,ONT District Georgian College Event,Ontario
6336,ONT District Georgian College Event,Ontario
6859,ONT District Georgian College Event,Ontario
6864,ONT District Georgian College Event,Ontario
6865,ONT District Georgian College Event,Ontario
6987,ONT District Georgian College Event,Ontario
7200,ONT District Georgian College Event,Ontario
773,ONT District Georgian College Event,Ontario
865,ONT District Georgian College Event,Ontario
1573,ISR District Event #3,Israel
1574,ISR District Event #3,Israel
1580,ISR District Event #3,Israel
1657,ISR District Event #3,Israel
1690,ISR District Event #3,Israel
1944,ISR District Event #3,Israel
2212,ISR District Event #3,Israel
2230,ISR District Event #3,Israel
3034,ISR District Event #3,Israel
3075,ISR District Event #3,Israel
3083,ISR District Event #3,Israel
3316,ISR District Event #3,Israel
4586,ISR District Event #3,Israel
4590,ISR District Event #3,Israel
4757,ISR District Event #3,Israel
4784,ISR District Event #3,Israel
5135,ISR District Event #3,Israel
5636,ISR District Event #3,Israel
5654,ISR District Event #3,Israel
5990,ISR District Event #3,Israel
6049,ISR District Event #3,Israel
6104,ISR District Event #3,Israel
6736,ISR District Event #3,Israel
6738,ISR District Event #3,Israel
6739,ISR District Event #3,Israel
6740,ISR District Event #3,Israel
7067,ISR District Event #3,Israel
7079,ISR District Event #3,Israel
7083,ISR District Event #3,Israel
7112,ISR District Event #3,Israel
7177,ISR District Event #3,Israel
7286,ISR District Event #3,Israel
7302,ISR District Event #3,Israel
1065,Orlando Regional,Others
108,Orlando Regional,Others
1251,Orlando Regional,Others
1421,Orlando Regional,Others
1523,Orlando Regional,Others
1557,Orlando Regional,Others
1592,Orlando Regional,Others
1649,Orlando Regional,Others
1744,Orlando Regional,Others
179,Orlando Regional,Others
180,Orlando Regional,Others
1872,Orlando Regional,Others
1902,Orlando Regional,Others
21,Orlando Regional,Others
233,Orlando Regional,Others
2425,Orlando Regional,Others
2556,Orlando Regional,Others
2797,Orlando Regional,Others
2916,Orlando Regional,Others
3164,Orlando Regional,Others
3242,Orlando Regional,Others
3556,Orlando Regional,Others
3627,Orlando Regional,Others
3653,Orlando Regional,Others
386,Orlando Regional,Others
3932,Orlando Regional,Others
4024,Orlando Regional,Others
4064,Orlando Regional,Others
4065,Orlando Regional,Others
4118,Orlando Regional,Others
4471,Orlando Regional,Others
4481,Orlando Regional,Others
456,Orlando Regional,Others
4562,Orlando Regional,Others
4592,Orlando Regional,Others
4622,Orlando Regional,Others
4769,Orlando Regional,Others
5145,Orlando Regional,Others
5196,Orlando Regional,Others
5276,Orlando Regional,Others
5283,Orlando Regional,Others
5412,Orlando Regional,Others
5557,Orlando Regional,Others
5722,Orlando Regional,Others
5753,Orlando Regional,Others
5816,Orlando Regional,Others
5842,Orlando Regional,Others
59,Orlando Regional,Others
6145,Orlando Regional,Others
6184,Orlando Regional,Others
6322,Orlando Regional,Others
6404,Orlando Regional,Others
6473,Orlando Regional,Others
6527,Orlando Regional,Others
6722,Orlando Regional,Others
6743,Orlando Regional,Others
6850,Orlando Regional,Others
7193,Orlando Regional,Others
7194,Orlando Regional,Others
744,Orlando Regional,Others
79,Orlando Regional,Others
801,Orlando Regional,Others
86,Orlando Regional,Others
945,Orlando Regional,Others
1156,New York Tech Valley Regional,Others
1493,New York Tech Valley Regional,Others
1665,New York Tech Valley Regional,Others
1860,New York Tech Valley Regional,Others
20,New York Tech Valley Regional,Others
2013,New York Tech Valley Regional,Ontario
229,New York Tech Valley Regional,Others
250,New York Tech Valley Regional,Others
2791,New York Tech Valley Regional,Others
3044,New York Tech Valley Regional,Others
3117,New York Tech Valley Regional,Others
333,New York Tech Valley Regional,Others
3360,New York Tech Valley Regional,Others
358,New York Tech Valley Regional,Others
3624,New York Tech Valley Regional,Others
3990,New York Tech Valley Regional,Others
3996,New York Tech Valley Regional,Others
4203,New York Tech Valley Regional,Others
4458,New York Tech Valley Regional,Others
4508,New York Tech Valley Regional,Others
5123,New York Tech Valley Regional,Others
5149,New York Tech Valley Regional,Others
5202,New York Tech Valley Regional,Others
5659,New York Tech Valley Regional,Others
5881,New York Tech Valley Regional,Others
5943,New York Tech Valley Regional,Others
5964,New York Tech Valley Regional,Others
6300,New York Tech Valley Regional,Others
6463,New York Tech Valley Regional,Others
6484,New York Tech Valley Regional,Others
6621,New York Tech Valley Regional,Others
7027,New York Tech Valley Regional,Others
7030,New York Tech Valley Regional,Others
7031,New York Tech Valley Regional,Others
743,New York Tech Valley Regional,Others
1071,NE District UNH Event,New England
1073,NE District UNH Event,New England
1247,NE District UNH Event,New England
1307,NE District UNH Event,New England
131,NE District UNH Event,New England
138,NE District UNH Event,New England
151,NE District UNH Event,New England
1512,NE District UNH Event,New England
1519,NE District UNH Event,New England
166,NE District UNH Event,New England
1699,NE District UNH Event,New England
1721,NE District UNH Event,New England
1786,NE District UNH Event,New England
213,NE District UNH Event,New England
319,NE District UNH Event,New England
3323,NE District UNH Event,New England
3451,NE District UNH Event,New England
3499,NE District UNH Event,New England
3597,NE District UNH Event,New England
3609,NE District UNH Event,New England
4546,NE District UNH Event,New England
4555,NE District UNH Event,New England
4925,NE District UNH Event,New England
4929,NE District UNH Event,New England
4958,NE District UNH Event,New England
501,NE District UNH Event,New England
509,NE District UNH Event,New England
5422,NE District UNH Event,New England
5506,NE District UNH Event,New England
5633,NE District UNH Event,New England
5813,NE District UNH Event,New England
5902,NE District UNH Event,New England
6367,NE District UNH Event,New England
6690,NE District UNH Event,New England
6691,NE District UNH Event,New England
6762,NE District UNH Event,New England
6895,NE District UNH Event,New England
7126,NE District UNH Event,New England
7133,NE District UNH Event,New England
7212,NE District UNH Event,New England
7306,NE District UNH Event,New England
7314,NE District UNH Event,New England
1533,FIRST North Carolina State Championship,North Carolina
2059,FIRST North Carolina State Championship,North Carolina
2642,FIRST North Carolina State Championship,North Carolina
2655,FIRST North Carolina State Championship,North Carolina
2682,FIRST North Carolina State Championship,North Carolina
3196,FIRST North Carolina State Championship,North Carolina
3229,FIRST North Carolina State Championship,North Carolina
3459,FIRST North Carolina State Championship,North Carolina
3506,FIRST North Carolina State Championship,North Carolina
3737,FIRST North Carolina State Championship,North Carolina
4290,FIRST North Carolina State Championship,North Carolina
435,FIRST North Carolina State Championship,North Carolina
4561,FIRST North Carolina State Championship,North Carolina
4795,FIRST North Carolina State Championship,North Carolina
4828,FIRST North Carolina State Championship,North Carolina
4935,FIRST North Carolina State Championship,North Carolina
5160,FIRST North Carolina State Championship,North Carolina
5190,FIRST North Carolina State Championship,North Carolina
5511,FIRST North Carolina State Championship,North Carolina
5518,FIRST North Carolina State Championship,North Carolina
5544,FIRST North Carolina State Championship,North Carolina
587,FIRST North Carolina State Championship,North Carolina
6003,FIRST North Carolina State Championship,North Carolina
6215,FIRST North Carolina State Championship,North Carolina
6500,FIRST North Carolina State Championship,North Carolina
6502,FIRST North Carolina State Championship,North Carolina
6565,FIRST North Carolina State Championship,North Carolina
6729,FIRST North Carolina State Championship,North Carolina
6888,FIRST North Carolina State Championship,North Carolina
6908,FIRST North Carolina State Championship,North Carolina
6932,FIRST North Carolina State Championship,North Carolina
900,FIRST North Carolina State Championship,North Carolina
1168,MAR District Westtown Event,Mid-Atlantic
1279,MAR District Westtown Event,Mid-Atlantic
1370,MAR District Westtown Event,Mid-Atlantic
1391,MAR District Westtown Event,Mid-Atlantic
1495,MAR District Westtown Event,Mid-Atlantic
1640,MAR District Westtown Event,Mid-Atlantic
1712,MAR District Westtown Event,Mid-Atlantic
203,MAR District Westtown Event,Mid-Atlantic
204,MAR District Westtown Event,Mid-Atlantic
2180,MAR District Westtown Event,Mid-Atlantic
2191,MAR District Westtown Event,Mid-Atlantic
2607,MAR District Westtown Event,Mid-Atlantic
272,MAR District Westtown Event,Mid-Atlantic
2729,MAR District Westtown Event,Mid-Atlantic
3151,MAR District Westtown Event,Mid-Atlantic
321,MAR District Westtown Event,Mid-Atlantic
341,MAR District Westtown Event,Mid-Atlantic
365,MAR District Westtown Event,Mid-Atlantic
3929,MAR District Westtown Event,Mid-Atlantic
3974,MAR District Westtown Event,Mid-Atlantic
4035,MAR District Westtown Event,Mid-Atlantic
423,MAR District Westtown Event,Mid-Atlantic
433,MAR District Westtown Event,Mid-Atlantic
4342,MAR District Westtown Event,Mid-Atlantic
4373,MAR District Westtown Event,Mid-Atlantic
4637,MAR District Westtown Event,Mid-Atlantic
4750,MAR District Westtown Event,Mid-Atlantic
484,MAR District Westtown Event,Mid-Atlantic
486,MAR District Westtown Event,Mid-Atlantic
4954,MAR District Westtown Event,Mid-Atlantic
5113,MAR District Westtown Event,Mid-Atlantic
5407,MAR District Westtown Event,Mid-Atlantic
5420,MAR District Westtown Event,Mid-Atlantic
5684,MAR District Westtown Event,Mid-Atlantic
6667,MAR District Westtown Event,Mid-Atlantic
6921,MAR District Westtown Event,Mid-Atlantic
7024,MAR District Westtown Event,Mid-Atlantic
708,MAR District Westtown Event,Mid-Atlantic
747,MAR District Westtown Event,Mid-Atlantic
834,MAR District Westtown Event,Mid-Atlantic
1100,NE District Worcester Polytechnic Institute Event,New England
1153,NE District Worcester Polytechnic Institute Event,New England
126,NE District Worcester Polytechnic Institute Event,New England
1277,NE District Worcester Polytechnic Institute Event,New England
1350,NE District Worcester Polytechnic Institute Event,New England
1519,NE District Worcester Polytechnic Institute Event,New England
172,NE District Worcester Polytechnic Institute Event,New England
1729,NE District Worcester Polytechnic Institute Event,New England
1768,NE District Worcester Polytechnic Institute Event,New England
1786,NE District Worcester Polytechnic Institute Event,New England
1831,NE District Worcester Polytechnic Institute Event,New England
1991,NE District Worcester Polytechnic Institute Event,New England
213,NE District Worcester Polytechnic Institute Event,New England
2262,NE District Worcester Polytechnic Institute Event,New England
23,NE District Worcester Polytechnic Institute Event,New England
2370,NE District Worcester Polytechnic Institute Event,New England
2785,NE District Worcester Polytechnic Institute Event,New England
3236,NE District Worcester Polytechnic Institute Event,New England
3466,NE District Worcester Polytechnic Institute Event,New England
3555,NE District Worcester Polytechnic Institute Event,New England
3566,NE District Worcester Polytechnic Institute Event,New England
3623,NE District Worcester Polytechnic Institute Event,New England
3719,NE District Worcester Polytechnic Institute Event,New England
4042,NE District Worcester Polytechnic Institute Event,New England
4048,NE District Worcester Polytechnic Institute Event,New England
4564,NE District Worcester Polytechnic Institute Event,New England
467,NE District Worcester Polytechnic Institute Event,New England
4905,NE District Worcester Polytechnic Institute Event,New England
4987,NE District Worcester Polytechnic Institute Event,New England
5491,NE District Worcester Polytechnic Institute Event,New England
5494,NE District Worcester Polytechnic Institute Event,New England
5735,NE District Worcester Polytechnic Institute Event,New England
61,NE District Worcester Polytechnic Institute Event,New England
6329,NE District Worcester Polytechnic Institute Event,New England
663,NE District Worcester Polytechnic Institute Event,New England
6723,NE District Worcester Polytechnic Institute Event,New England
716,NE District Worcester Polytechnic Institute Event,New England
7164,NE District Worcester Polytechnic Institute Event,New England
7259,NE District Worcester Polytechnic Institute Event,New England
78,NE District Worcester Polytechnic Institute Event,New England
88,NE District Worcester Polytechnic Institute Event,New England
1065,South Florida Regional ,Others
108,South Florida Regional ,Others
1251,South Florida Regional ,Others
1369,South Florida Regional ,Others
1477,South Florida Regional ,Others
1523,South Florida Regional ,Others
1744,South Florida Regional ,Others
179,South Florida Regional ,Others
180,South Florida Regional ,Others
1876,South Florida Regional ,Others
1902,South Florida Regional ,Others
21,South Florida Regional ,Others
2152,South Florida Regional ,Others
2383,South Florida Regional ,Others
2797,South Florida Regional ,Others
3164,South Florida Regional ,Others
3242,South Florida Regional ,Others
3410,South Florida Regional ,Others
348,South Florida Regional ,New England
3653,South Florida Regional ,Others
386,South Florida Regional ,Others
3932,South Florida Regional ,Others
4065,South Florida Regional ,Others
4118,South Florida Regional ,Others
4471,South Florida Regional ,Others
4533,South Florida Regional ,Others
4562,South Florida Regional ,Others
4592,South Florida Regional ,Others
5283,South Florida Regional ,Others
5329,South Florida Regional ,Others
5410,South Florida Regional ,Others
5472,South Florida Regional ,Others
5605,South Florida Regional ,Others
5773,South Florida Regional ,Others
5842,South Florida Regional ,Others
5872,South Florida Regional ,Others
59,South Florida Regional ,Others
5949,South Florida Regional ,Others
6001,South Florida Regional ,Others
6225,South Florida Regional ,Others
6388,South Florida Regional ,Others
6468,South Florida Regional ,Others
6685,South Florida Regional ,Others
6686,South Florida Regional ,Others
6722,South Florida Regional ,Others
7026,South Florida Regional ,Others
7107,South Florida Regional ,Others
7152,South Florida Regional ,Others
7193,South Florida Regional ,Others
7194,South Florida Regional ,Others
7215,South Florida Regional ,Others
7216,South Florida Regional ,Others
7231,South Florida Regional ,Others
744,South Florida Regional ,Others
801,South Florida Regional ,Others
86,South Florida Regional ,Others
1111,CHS District Southern Maryland Event,Chesapeake
1389,CHS District Southern Maryland Event,Chesapeake
1719,CHS District Southern Maryland Event,Chesapeake
1727,CHS District Southern Maryland Event,Chesapeake
1885,CHS District Southern Maryland Event,Chesapeake
1895,CHS District Southern Maryland Event,Chesapeake
2186,CHS District Southern Maryland Event,Chesapeake
2819,CHS District Southern Maryland Event,Chesapeake
2900,CHS District Southern Maryland Event,Chesapeake
2912,CHS District Southern Maryland Event,Chesapeake
2914,CHS District Southern Maryland Event,Chesapeake
2964,CHS District Southern Maryland Event,Chesapeake
3373,CHS District Southern Maryland Event,Chesapeake
3650,CHS District Southern Maryland Event,Chesapeake
3714,CHS District Southern Maryland Event,Chesapeake
