teamNum,event,district
1094,Iowa Regional,Others
1156,Iowa Regional,Others
167,Iowa Regional,Others
1710,Iowa Regional,Others
1982,Iowa Regional,Others
1985,Iowa Regional,Others
2410,Iowa Regional,Others
2526,Iowa Regional,Others
2530,Iowa Regional,Others
2549,Iowa Regional,Others
2874,Iowa Regional,Others
2957,Iowa Regional,Others
2987,Iowa Regional,Others
3026,Iowa Regional,Others
3206,Iowa Regional,Others
3633,Iowa Regional,Others
3928,Iowa Regional,Others
4021,Iowa Regional,Others
4054,Iowa Regional,Others
4260,Iowa Regional,Others
4329,Iowa Regional,Others
4500,Iowa Regional,Others
4506,Iowa Regional,Others
4646,Iowa Regional,Others
4818,Iowa Regional,Others
4959,Iowa Regional,Others
5006,Iowa Regional,Others
5041,Iowa Regional,Others
525,Iowa Regional,Others
5576,Iowa Regional,Others
5690,Iowa Regional,Others
5837,Iowa Regional,Others
5906,Iowa Regional,Others
5914,Iowa Regional,Others
5935,Iowa Regional,Others
5991,Iowa Regional,Others
6025,Iowa Regional,Others
6164,Iowa Regional,Others
6317,Iowa Regional,Others
6320,Iowa Regional,Others
6359,Iowa Regional,Others
6371,Iowa Regional,Others
6379,Iowa Regional,Others
6391,Iowa Regional,Others
6412,Iowa Regional,Others
6419,Iowa Regional,Others
6420,Iowa Regional,Others
6424,Iowa Regional,Others
6455,Iowa Regional,Others
6467,Iowa Regional,Others
6536,Iowa Regional,Others
6630,Iowa Regional,Others
6889,Iowa Regional,Others
6950,Iowa Regional,Others
6999,Iowa Regional,Others
7122,Iowa Regional,Others
7141,Iowa Regional,Others
7142,Iowa Regional,Others
7309,Iowa Regional,Others
931,Iowa Regional,Others
967,Iowa Regional,Others
1051,Palmetto Regional,Others
125,Palmetto Regional,New England
1287,Palmetto Regional,Others
1319,Palmetto Regional,Others
1369,Palmetto Regional,Others
1398,Palmetto Regional,Others
1539,Palmetto Regional,Others
1553,Palmetto Regional,Others
1758,Palmetto Regional,Others
1876,Palmetto Regional,Others
1923,Palmetto Regional,Mid-Atlantic
2152,Palmetto Regional,Others
2187,Palmetto Regional,Others
2383,Palmetto Regional,Others
2393,Palmetto Regional,Others
2614,Palmetto Regional,Others
263,Palmetto Regional,Others
281,Palmetto Regional,Others
2815,Palmetto Regional,Others
283,Palmetto Regional,Others
3140,Palmetto Regional,Others
3410,Palmetto Regional,Others
342,Palmetto Regional,Others
343,Palmetto Regional,Others
3489,Palmetto Regional,Others
3490,Palmetto Regional,Others
3641,Palmetto Regional,Michigan
3651,Palmetto Regional,Others
3824,Palmetto Regional,Others
3976,Palmetto Regional,Others
4013,Palmetto Regional,Others
4020,Palmetto Regional,Others
4073,Palmetto Regional,Others
4074,Palmetto Regional,Others
4075,Palmetto Regional,Others
4083,Palmetto Regional,Others
4243,Palmetto Regional,Others
4265,Palmetto Regional,Others
4267,Palmetto Regional,Others
4451,Palmetto Regional,Others
4481,Palmetto Regional,Others
4504,Palmetto Regional,Others
4582,Palmetto Regional,Others
4748,Palmetto Regional,Others
4823,Palmetto Regional,Others
4847,Palmetto Regional,Others
4965,Palmetto Regional,Others
5022,Palmetto Regional,Others
5063,Palmetto Regional,Others
5130,Palmetto Regional,Others
5317,Palmetto Regional,Others
5327,Palmetto Regional,Others
5410,Palmetto Regional,Others
5472,Palmetto Regional,Others
5777,Palmetto Regional,Others
6167,Palmetto Regional,Others
6222,Palmetto Regional,Others
6366,Palmetto Regional,Others
6626,Palmetto Regional,Others
6693,Palmetto Regional,Others
6961,Palmetto Regional,Others
7085,Palmetto Regional,Others
7097,Palmetto Regional,Others
900,Palmetto Regional,North Carolina
1091,Wisconsin Regional,Others
1108,Wisconsin Regional,Others
111,Wisconsin Regional,Others
1259,Wisconsin Regional,Others
1306,Wisconsin Regional,Others
1675,Wisconsin Regional,Others
1714,Wisconsin Regional,Others
1716,Wisconsin Regional,Others
1732,Wisconsin Regional,Others
1781,Wisconsin Regional,Others
1792,Wisconsin Regional,Others
2039,Wisconsin Regional,Others
2062,Wisconsin Regional,Others
2077,Wisconsin Regional,Others
2194,Wisconsin Regional,Others
2202,Wisconsin Regional,Others
2470,Wisconsin Regional,Others
2481,Wisconsin Regional,Others
2506,Wisconsin Regional,Others
2574,Wisconsin Regional,Others
269,Wisconsin Regional,Others
279,Wisconsin Regional,Others
2830,Wisconsin Regional,Others
3081,Wisconsin Regional,Others
3130,Wisconsin Regional,Others
3197,Wisconsin Regional,Others
323,Wisconsin Regional,Others
3381,Wisconsin Regional,Others
3418,Wisconsin Regional,Others
3596,Wisconsin Regional,Others
3692,Wisconsin Regional,Others
4247,Wisconsin Regional,Others
4296,Wisconsin Regional,Others
4786,Wisconsin Regional,Others
4804,Wisconsin Regional,Others
5096,Wisconsin Regional,Others
5148,Wisconsin Regional,Others
537,Wisconsin Regional,Others
5586,Wisconsin Regional,Others
5855,Wisconsin Regional,Others
5976,Wisconsin Regional,Others
6223,Wisconsin Regional,Others
63,Wisconsin Regional,Others
6381,Wisconsin Regional,Others
6421,Wisconsin Regional,Others
6574,Wisconsin Regional,Others
6624,Wisconsin Regional,Others
6643,Wisconsin Regional,Others
6651,Wisconsin Regional,Others
6670,Wisconsin Regional,Others
6807,Wisconsin Regional,Others
706,Wisconsin Regional,Others
7103,Wisconsin Regional,Others
93,Wisconsin Regional,Others
930,Wisconsin Regional,Others
1573,ISR District Event #4,Israel
1577,ISR District Event #4,Israel
1937,ISR District Event #4,Israel
1942,ISR District Event #4,Israel
1944,ISR District Event #4,Israel
1954,ISR District Event #4,Israel
2096,ISR District Event #4,Israel
2231,ISR District Event #4,Israel
2630,ISR District Event #4,Israel
3065,ISR District Event #4,Israel
3211,ISR District Event #4,Israel
3339,ISR District Event #4,Israel
3388,ISR District Event #4,Israel
3835,ISR District Event #4,Israel
4320,ISR District Event #4,Israel
4338,ISR District Event #4,Israel
4416,ISR District Event #4,Israel
4661,ISR District Event #4,Israel
4744,ISR District Event #4,Israel
4757,ISR District Event #4,Israel
4784,ISR District Event #4,Israel
5038,ISR District Event #4,Israel
5554,ISR District Event #4,Israel
5614,ISR District Event #4,Israel
5635,ISR District Event #4,Israel
5715,ISR District Event #4,Israel
5747,ISR District Event #4,Israel
5928,ISR District Event #4,Israel
5951,ISR District Event #4,Israel
5987,ISR District Event #4,Israel
6168,ISR District Event #4,Israel
6230,ISR District Event #4,Israel
6739,ISR District Event #4,Israel
7039,ISR District Event #4,Israel
7079,ISR District Event #4,Israel
7083,ISR District Event #4,Israel
7286,ISR District Event #4,Israel
7302,ISR District Event #4,Israel
1002,Peachtree District State Championship,Peachtree
1102,Peachtree District State Championship,Peachtree
1261,Peachtree District State Championship,Peachtree
1311,Peachtree District State Championship,Peachtree
1414,Peachtree District State Championship,Peachtree
1648,Peachtree District State Championship,Peachtree
1683,Peachtree District State Championship,Peachtree
1746,Peachtree District State Championship,Peachtree
1771,Peachtree District State Championship,Peachtree
2415,Peachtree District State Championship,Peachtree
2974,Peachtree District State Championship,Peachtree
3329,Peachtree District State Championship,Peachtree
3573,Peachtree District State Championship,Peachtree
3581,Peachtree District State Championship,Peachtree
3635,Peachtree District State Championship,Peachtree
3815,Peachtree District State Championship,Peachtree
3998,Peachtree District State Championship,Peachtree
4026,Peachtree District State Championship,Peachtree
4112,Peachtree District State Championship,Peachtree
4188,Peachtree District State Championship,Peachtree
4189,Peachtree District State Championship,Peachtree
4240,Peachtree District State Championship,Peachtree
4459,Peachtree District State Championship,Peachtree
4468,Peachtree District State Championship,Peachtree
4910,Peachtree District State Championship,Peachtree
4941,Peachtree District State Championship,Peachtree
5109,Peachtree District State Championship,Peachtree
5332,Peachtree District State Championship,Peachtree
5482,Peachtree District State Championship,Peachtree
5848,Peachtree District State Championship,Peachtree
5900,Peachtree District State Championship,Peachtree
6177,Peachtree District State Championship,Peachtree
6325,Peachtree District State Championship,Peachtree
6340,Peachtree District State Championship,Peachtree
6341,Peachtree District State Championship,Peachtree
6471,Peachtree District State Championship,Peachtree
6705,Peachtree District State Championship,Peachtree
6712,Peachtree District State Championship,Peachtree
6715,Peachtree District State Championship,Peachtree
6829,Peachtree District State Championship,Peachtree
6887,Peachtree District State Championship,Peachtree
6919,Peachtree District State Championship,Peachtree
6925,Peachtree District State Championship,Peachtree
7315,Peachtree District State Championship,Peachtree
832,Peachtree District State Championship,Peachtree
1574,ISR District Event #1,Israel
1576,ISR District Event #1,Israel
1577,ISR District Event #1,Israel
1657,ISR District Event #1,Israel
1690,ISR District Event #1,Israel
1937,ISR District Event #1,Israel
1943,ISR District Event #1,Israel
2212,ISR District Event #1,Israel
2230,ISR District Event #1,Israel
2630,ISR District Event #1,Israel
2679,ISR District Event #1,Israel
3034,ISR District Event #1,Israel
3211,ISR District Event #1,Israel
3316,ISR District Event #1,Israel
4319,ISR District Event #1,Israel
4338,ISR District Event #1,Israel
4586,ISR District Event #1,Israel
4590,ISR District Event #1,Israel
4649,ISR District Event #1,Israel
4757,ISR District Event #1,Israel
5038,ISR District Event #1,Israel
5291,ISR District Event #1,Israel
5636,ISR District Event #1,Israel
5928,ISR District Event #1,Israel
5951,ISR District Event #1,Israel
5990,ISR District Event #1,Israel
6049,ISR District Event #1,Israel
6104,ISR District Event #1,Israel
6149,ISR District Event #1,Israel
6168,ISR District Event #1,Israel
6738,ISR District Event #1,Israel
6741,ISR District Event #1,Israel
7067,ISR District Event #1,Israel
7112,ISR District Event #1,Israel
1595,PNW District West Valley Event,Pacific Northwest
2147,PNW District West Valley Event,Pacific Northwest
2148,PNW District West Valley Event,Pacific Northwest
2944,PNW District West Valley Event,Pacific Northwest
2990,PNW District West Valley Event,Pacific Northwest
3220,PNW District West Valley Event,Pacific Northwest
3223,PNW District West Valley Event,Pacific Northwest
3575,PNW District West Valley Event,Pacific Northwest
3586,PNW District West Valley Event,Pacific Northwest
3693,PNW District West Valley Event,Pacific Northwest
3712,PNW District West Valley Event,Pacific Northwest
3876,PNW District West Valley Event,Pacific Northwest
4061,PNW District West Valley Event,Pacific Northwest
4089,PNW District West Valley Event,Pacific Northwest
4104,PNW District West Valley Event,Pacific Northwest
4120,PNW District West Valley Event,Pacific Northwest
4495,PNW District West Valley Event,Pacific Northwest
4513,PNW District West Valley Event,Pacific Northwest
4608,PNW District West Valley Event,Pacific Northwest
4692,PNW District West Valley Event,Pacific Northwest
4726,PNW District West Valley Event,Pacific Northwest
4980,PNW District West Valley Event,Pacific Northwest
5295,PNW District West Valley Event,Pacific Northwest
5803,PNW District West Valley Event,Pacific Northwest
5920,PNW District West Valley Event,Pacific Northwest
6076,PNW District West Valley Event,Pacific Northwest
6129,PNW District West Valley Event,Pacific Northwest
6442,PNW District West Valley Event,Pacific Northwest
1197,Los Angeles Regional,Others
1452,Los Angeles Regional,Others
1515,Los Angeles Regional,Others
1726,Los Angeles Regional,Others
1759,Los Angeles Regional,Others
2404,Los Angeles Regional,Others
2493,Los Angeles Regional,Others
2496,Los Angeles Regional,Others
2584,Los Angeles Regional,Others
2710,Los Angeles Regional,Others
330,Los Angeles Regional,Others
3408,Los Angeles Regional,Others
3512,Los Angeles Regional,Others
3863,Los Angeles Regional,Others
3952,Los Angeles Regional,Others
4,Los Angeles Regional,Others
4019,Los Angeles Regional,Others
4123,Los Angeles Regional,Others
4141,Los Angeles Regional,Others
4763,Los Angeles Regional,Others
4913,Los Angeles Regional,Others
4964,Los Angeles Regional,Others
4972,Los Angeles Regional,Others
5089,Los Angeles Regional,Others
5107,Los Angeles Regional,Others
5124,Los Angeles Regional,Others
5285,Los Angeles Regional,Others
5510,Los Angeles Regional,Others
5669,Los Angeles Regional,Others
5765,Los Angeles Regional,Others
580,Los Angeles Regional,Others
5802,Los Angeles Regional,Others
5818,Los Angeles Regional,Others
5851,Los Angeles Regional,Others
589,Los Angeles Regional,Others
599,Los Angeles Regional,Others
6000,Los Angeles Regional,Others
606,Los Angeles Regional,Others
6658,Los Angeles Regional,Others
6668,Los Angeles Regional,Others
6833,Los Angeles Regional,Others
687,Los Angeles Regional,Others
691,Los Angeles Regional,Others
6915,Los Angeles Regional,Others
6938,Los Angeles Regional,Others
696,Los Angeles Regional,Others
702,Los Angeles Regional,Others
7042,Los Angeles Regional,Others
7051,Los Angeles Regional,Others
7185,Los Angeles Regional,Others
848,Los Angeles Regional,Others
867,Los Angeles Regional,Others
968,Los Angeles Regional,Others
980,Los Angeles Regional,Others
1576,ISR District Event #2,Israel
1580,ISR District Event #2,Israel
1942,ISR District Event #2,Israel
1943,ISR District Event #2,Israel
1954,ISR District Event #2,Israel
2096,ISR District Event #2,Israel
2231,ISR District Event #2,Israel
2679,ISR District Event #2,Israel
3065,ISR District Event #2,Israel
3075,ISR District Event #2,Israel
3083,ISR District Event #2,Israel
3339,ISR District Event #2,Israel
3388,ISR District Event #2,Israel
3835,ISR District Event #2,Israel
4319,ISR District Event #2,Israel
4320,ISR District Event #2,Israel
4416,ISR District Event #2,Israel
4649,ISR District Event #2,Israel
4661,ISR District Event #2,Israel
4744,ISR District Event #2,Israel
5135,ISR District Event #2,Israel
5291,ISR District Event #2,Israel
5554,ISR District Event #2,Israel
5614,ISR District Event #2,Israel
5635,ISR District Event #2,Israel
5654,ISR District Event #2,Israel
5715,ISR District Event #2,Israel
5747,ISR District Event #2,Israel
5987,ISR District Event #2,Israel
6149,ISR District Event #2,Israel
6230,ISR District Event #2,Israel
6736,ISR District Event #2,Israel
6740,ISR District Event #2,Israel
6741,ISR District Event #2,Israel
7039,ISR District Event #2,Israel
7177,ISR District Event #2,Israel
1189,Michigan State Championship,Michigan
1506,Michigan State Championship,Michigan
2137,Michigan State Championship,Michigan
226,Michigan State Championship,Michigan
2337,Michigan State Championship,Michigan
245,Michigan State Championship,Michigan
2619,Michigan State Championship,Michigan
2771,Michigan State Championship,Michigan
2834,Michigan State Championship,Michigan
302,Michigan State Championship,Michigan
33,Michigan State Championship,Michigan
3357,Michigan State Championship,Michigan
3641,Michigan State Championship,Michigan
3667,Michigan State Championship,Michigan
4003,Michigan State Championship,Michigan
4377,Michigan State Championship,Michigan
4381,Michigan State Championship,Michigan
4776,Michigan State Championship,Michigan
5505,Michigan State Championship,Michigan
66,Michigan State Championship,Michigan
910,Michigan State Championship,Michigan
1080,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
1137,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
122,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
1446,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
1522,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
1610,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
1793,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
1908,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
2028,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
2068,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
2363,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
2890,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
2998,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
3072,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
3136,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
3359,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
3389,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
422,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
4286,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
435,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,North Carolina
4638,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
539,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
5546,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
5724,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
5804,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
5950,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
5954,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
5957,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
6021,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
617,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
6189,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
6194,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
6312,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
6334,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
6882,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
7330,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
977,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,Chesapeake
1816,Medtronic Foundation Regional,Others
2052,Medtronic Foundation Regional,Others
2181,Medtronic Foundation Regional,Others
2232,Medtronic Foundation Regional,Others
2239,Medtronic Foundation Regional,Others
233,Medtronic Foundation Regional,Others
2450,Medtronic Foundation Regional,Others
2470,Medtronic Foundation Regional,Others
2480,Medtronic Foundation Regional,Others
2498,Medtronic Foundation Regional,Others
2500,Medtronic Foundation Regional,Others
2501,Medtronic Foundation Regional,Others
2502,Medtronic Foundation Regional,Others
2508,Medtronic Foundation Regional,Others
2509,Medtronic Foundation Regional,Others
2513,Medtronic Foundation Regional,Others
2515,Medtronic Foundation Regional,Others
2518,Medtronic Foundation Regional,Others
2529,Medtronic Foundation Regional,Others
2532,Medtronic Foundation Regional,Others
2545,Medtronic Foundation Regional,Others
2823,Medtronic Foundation Regional,Others
2825,Medtronic Foundation Regional,Others
2846,Medtronic Foundation Regional,Others
2847,Medtronic Foundation Regional,Others
2879,Medtronic Foundation Regional,Others
3018,Medtronic Foundation Regional,Others
3023,Medtronic Foundation Regional,Others
3026,Medtronic Foundation Regional,Others
3038,Medtronic Foundation Regional,Others
3058,Medtronic Foundation Regional,Others
3081,Medtronic Foundation Regional,Others
3102,Medtronic Foundation Regional,Others
3184,Medtronic Foundation Regional,Others
3244,Medtronic Foundation Regional,Others
3278,Medtronic Foundation Regional,Others
3298,Medtronic Foundation Regional,Others
3299,Medtronic Foundation Regional,Others
3407,Medtronic Foundation Regional,Others
3454,Medtronic Foundation Regional,Others
3630,Medtronic Foundation Regional,Others
3745,Medtronic Foundation Regional,Others
3751,Medtronic Foundation Regional,Others
3839,Medtronic Foundation Regional,Others
3840,Medtronic Foundation Regional,Others
4207,Medtronic Foundation Regional,Others
4229,Medtronic Foundation Regional,Others
4536,Medtronic Foundation Regional,Others
4549,Medtronic Foundation Regional,Others
4607,Medtronic Foundation Regional,Others
4626,Medtronic Foundation Regional,Others
4664,Medtronic Foundation Regional,Others
5172,Medtronic Foundation Regional,Others
5434,Medtronic Foundation Regional,Others
5637,Medtronic Foundation Regional,Others
5913,Medtronic Foundation Regional,Others
5996,Medtronic Foundation Regional,Others
6709,Medtronic Foundation Regional,Others
7038,Medtronic Foundation Regional,Others
7068,Medtronic Foundation Regional,Others
7180,Medtronic Foundation Regional,Others
1318,PNW District SunDome Event,Pacific Northwest
2148,PNW District SunDome Event,Pacific Northwest
2522,PNW District SunDome Event,Pacific Northwest
2811,PNW District SunDome Event,Pacific Northwest
2915,PNW District SunDome Event,Pacific Northwest
2926,PNW District SunDome Event,Pacific Northwest
2944,PNW District SunDome Event,Pacific Northwest
3218,PNW District SunDome Event,Pacific Northwest
3220,PNW District SunDome Event,Pacific Northwest
3223,PNW District SunDome Event,Pacific Northwest
3575,PNW District SunDome Event,Pacific Northwest
3586,PNW District SunDome Event,Pacific Northwest
3588,PNW District SunDome Event,Pacific Northwest
3693,PNW District SunDome Event,Pacific Northwest
3711,PNW District SunDome Event,Pacific Northwest
3712,PNW District SunDome Event,Pacific Northwest
3826,PNW District SunDome Event,Pacific Northwest
4061,PNW District SunDome Event,Pacific Northwest
4104,PNW District SunDome Event,Pacific Northwest
4120,PNW District SunDome Event,Pacific Northwest
4125,PNW District SunDome Event,Pacific Northwest
4495,PNW District SunDome Event,Pacific Northwest
4608,PNW District SunDome Event,Pacific Northwest
4726,PNW District SunDome Event,Pacific Northwest
4980,PNW District SunDome Event,Pacific Northwest
5450,PNW District SunDome Event,Pacific Northwest
5468,PNW District SunDome Event,Pacific Northwest
5920,PNW District SunDome Event,Pacific Northwest
6076,PNW District SunDome Event,Pacific Northwest
6129,PNW District SunDome Event,Pacific Northwest
6831,PNW District SunDome Event,Pacific Northwest
1159,Orange County Regional,Others
1515,Orange County Regional,Others
1836,Orange County Regional,Others
207,Orange County Regional,Others
2496,Orange County Regional,Others
294,Orange County Regional,Others
299,Orange County Regional,Others
3295,Orange County Regional,Others
3309,Orange County Regional,Others
3470,Orange County Regional,Others
3473,Orange County Regional,Others
3476,Orange County Regional,Others
3491,Orange County Regional,Others
3759,Orange County Regional,Others
4056,Orange County Regional,Others
4079,Orange County Regional,Others
4114,Orange County Regional,Others
4141,Orange County Regional,Others
4161,Orange County Regional,Others
4276,Orange County Regional,Others
4322,Orange County Regional,Others
4415,Orange County Regional,Others
4619,Orange County Regional,Others
4999,Orange County Regional,Others
5137,Orange County Regional,Others
5209,Orange County Regional,Others
5477,Orange County Regional,Others
5500,Orange County Regional,Others
5512,Orange County Regional,Others
5634,Orange County Regional,Others
5802,Orange County Regional,Others
5805,Orange County Regional,Others
5810,Orange County Regional,Others
5835,Orange County Regional,Others
5857,Orange County Regional,Others
5877,Orange County Regional,Others
5966,Orange County Regional,Others
6072,Orange County Regional,Others
6220,Orange County Regional,Others
6499,Orange County Regional,Others
6535,Orange County Regional,Others
6554,Orange County Regional,Others
6692,Orange County Regional,Others
6904,Orange County Regional,Others
6955,Orange County Regional,Others
6960,Orange County Regional,Others
7025,Orange County Regional,Others
7042,Orange County Regional,Others
7157,Orange County Regional,Others
7230,Orange County Regional,Others
7322,Orange County Regional,Others
812,Orange County Regional,Others
1100,NE District Rhode Island Event,New England
1153,NE District Rhode Island Event,New England
121,NE District Rhode Island Event,New England
125,NE District Rhode Island Event,New England
126,NE District Rhode Island Event,New England
1277,NE District Rhode Island Event,New England
1350,NE District Rhode Island Event,New England
1517,NE District Rhode Island Event,New England
157,NE District Rhode Island Event,New England
1729,NE District Rhode Island Event,New England
173,NE District Rhode Island Event,New England
1740,NE District Rhode Island Event,New England
175,NE District Rhode Island Event,New England
1757,NE District Rhode Island Event,New England
190,NE District Rhode Island Event,New England
1922,NE District Rhode Island Event,New England
1973,NE District Rhode Island Event,New England
2079,NE District Rhode Island Event,New England
2168,NE District Rhode Island Event,New England
2262,NE District Rhode Island Event,New England
3146,NE District Rhode Island Event,New England
3236,NE District Rhode Island Event,New England
3461,NE District Rhode Island Event,New England
3466,NE District Rhode Island Event,New England
3623,NE District Rhode Island Event,New England
3719,NE District Rhode Island Event,New England
4048,NE District Rhode Island Event,New England
4097,NE District Rhode Island Event,New England
4151,NE District Rhode Island Event,New England
4176,NE District Rhode Island Event,New England
4796,NE District Rhode Island Event,New England
4908,NE District Rhode Island Event,New England
5000,NE District Rhode Island Event,New England
5112,NE District Rhode Island Event,New England
5846,NE District Rhode Island Event,New England
61,NE District Rhode Island Event,New England
6328,NE District Rhode Island Event,New England
6333,NE District Rhode Island Event,New England
6620,NE District Rhode Island Event,New England
6812,NE District Rhode Island Event,New England
7164,NE District Rhode Island Event,New England
78,NE District Rhode Island Event,New England
1359,PNW District Lake Oswego Event,Pacific Northwest
1432,PNW District Lake Oswego Event,Pacific Northwest
1510,PNW District Lake Oswego Event,Pacific Northwest
1571,PNW District Lake Oswego Event,Pacific Northwest
2411,PNW District Lake Oswego Event,Pacific Northwest
2471,PNW District Lake Oswego Event,Pacific Northwest
2521,PNW District Lake Oswego Event,Pacific Northwest
2550,PNW District Lake Oswego Event,Pacific Northwest
2635,PNW District Lake Oswego Event,Pacific Northwest
2733,PNW District Lake Oswego Event,Pacific Northwest
2811,PNW District Lake Oswego Event,Pacific Northwest
2898,PNW District Lake Oswego Event,Pacific Northwest
2915,PNW District Lake Oswego Event,Pacific Northwest
3024,PNW District Lake Oswego Event,Pacific Northwest
3131,PNW District Lake Oswego Event,Pacific Northwest
3636,PNW District Lake Oswego Event,Pacific Northwest
3674,PNW District Lake Oswego Event,Pacific Northwest
3812,PNW District Lake Oswego Event,Pacific Northwest
4043,PNW District Lake Oswego Event,Pacific Northwest
4057,PNW District Lake Oswego Event,Pacific Northwest
4110,PNW District Lake Oswego Event,Pacific Northwest
4662,PNW District Lake Oswego Event,Pacific Northwest
4692,PNW District Lake Oswego Event,Pacific Northwest
5198,PNW District Lake Oswego Event,Pacific Northwest
5450,PNW District Lake Oswego Event,Pacific Northwest
5970,PNW District Lake Oswego Event,Pacific Northwest
5975,PNW District Lake Oswego Event,Pacific Northwest
6343,PNW District Lake Oswego Event,Pacific Northwest
6465,PNW District Lake Oswego Event,Pacific Northwest
7032,PNW District Lake Oswego Event,Pacific Northwest
7034,PNW District Lake Oswego Event,Pacific Northwest
7204,PNW District Lake Oswego Event,Pacific Northwest
847,PNW District Lake Oswego Event,Pacific Northwest
955,PNW District Lake Oswego Event,Pacific Northwest
957,PNW District Lake Oswego Event,Pacific Northwest
997,PNW District Lake Oswego Event,Pacific Northwest
1086,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1262,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1413,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1522,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1598,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1599,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1610,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1793,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
1908,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
2028,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
2068,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
2106,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
2998,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
3136,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
3258,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
3361,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
339,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
346,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
384,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
3939,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
401,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
4286,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
4466,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
4795,CHS District Central Virginia Event sponsored by Dominion Energy,North Carolina
5279,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
540,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
5804,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
5950,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
5954,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
5957,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
6021,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
